Group,ItemType,Condition,Prime,Target,PrimeAudio,TargetAudio,Correct
B2,flr,ULH,chunk,group,chunk.mp3,group.mp3,J
B2,crt,HL,green,grieve,green.mp3,grieve.mp3,J
B2,flr,UHL,carry,spade,carry.mp3,spade.mp3,J
B2,crt,LH,twine,twice,twine.mp3,twice.mp3,J
B2,flr,ULH,skiff,crap,skiff.mp3,crap.mp3,J
B2,crt,HL,camp,camel,camp.mp3,camel.mp3,J
B2,flr,UHL,press,browse,press.mp3,browse.mp3,J
B2,crt,LH,winch,wind,winch.mp3,wind.mp3,J
B2,flr,ULH,doodle,blame,doodle.mp3,blame.mp3,J
B2,crt,HL,clock,clot,clock.mp3,clot.mp3,J
B2,flr,UHL,river,tram,river.mp3,tram.mp3,J
B2,crt,LH,fret,fresh,fret.mp3,fresh.mp3,J
B2,flr,ULH,runt,steal,runt.mp3,steal.mp3,J
B2,crt,HL,level,levy,level.mp3,levy.mp3,J
B2,nw,UR,hand,spap,hand.mp3,spap.mp3,F
B2,nw,UR,block,swip,block.mp3,swip.mp3,F
B2,nw,UR,crane,flate,crane.mp3,flate.mp3,F
B2,nw,UR,wolf,slas,wolf.mp3,slas.mp3,F
B2,nw,UR,slave,cont,slave.mp3,cont.mp3,F
B2,nw,UR,snap,mune,snap.mp3,mune.mp3,F
B2,nw,UR,drain,spoot,drain.mp3,spoot.mp3,F
B2,nw,UR,pond,shalk,pond.mp3,shalk.mp3,F
B2,nw,UR,spark,braz,spark.mp3,braz.mp3,F
B2,nw,UR,grid,clal,grid.mp3,clal.mp3,F
B2,nw,UR,sketch,grom,sketch.mp3,grom.mp3,F
B2,nw,UR,clan,sked,clan.mp3,sked.mp3,F
B2,nw,UR,grove,spart,grove.mp3,spart.mp3,F
B2,nw,UR,brag,ponch,brag.mp3,ponch.mp3,F
B2,nw,UR,shalt,grib,shalt.mp3,grib.mp3,F
B2,nw,UR,spook,drave,spook.mp3,drave.mp3,F
B2,nw,UR,mute,snam,mute.mp3,snam.mp3,F
B2,nw,UR,cons,wolt,cons.mp3,wolt.mp3,F
B2,nw,UR,slab,crase,slab.mp3,crase.mp3,F
B2,nw,UR,flake,slace,flake.mp3,slace.mp3,F
B2,nw,UR,swish,hant,swish.mp3,hant.mp3,F
B2,nw,UR,spat,blop,spat.mp3,blop.mp3,F
B2,nw,R,dream,dreak,dream.mp3,dreak.mp3,F
B2,nw,R,film,filk,film.mp3,filk.mp3,F
B2,nw,R,huge,huse,huge.mp3,huse.mp3,F
B2,nw,R,stone,stope,stone.mp3,stope.mp3,F
B2,nw,R,spoke,spote,spoke.mp3,spote.mp3,F
B2,nw,R,penny,pench,penny.mp3,pench.mp3,F
B2,nw,R,steam,steet,steam.mp3,steet.mp3,F
B2,nw,R,prom,pross,prom.mp3,pross.mp3,F
B2,nw,R,hollow,holt,hollow.mp3,holt.mp3,F
B2,nw,R,swan,swaf,swan.mp3,swaf.mp3,F
B2,nw,R,willow,wilk,willow.mp3,wilk.mp3,F
B2,nw,R,drip,drim,drip.mp3,drim.mp3,F
B2,nw,R,yummy,yump,yummy.mp3,yump.mp3,F
B2,nw,R,grape,grame,grape.mp3,grame.mp3,F
B2,nw,R,prop,prot,prop.mp3,prot.mp3,F
B2,nw,R,plum,plut,plum.mp3,plut.mp3,F
B2,nw,R,bliss,blick,bliss.mp3,blick.mp3,F
B2,nw,R,hassle,hask,hassle.mp3,hask.mp3,F
B2,nw,R,slash,slad,slash.mp3,slad.mp3,F
B2,nw,R,speck,spen,speck.mp3,spen.mp3,F
B2,nw,R,pulp,pulk,pulp.mp3,pulk.mp3,F
B2,nw,R,malt,malk,malt.mp3,malk.mp3,F
C1,crt,LH,helm,help,helm.mp3,help.mp3,J
C1,flr,ULH,bleep,great,bleep.mp3,great.mp3,J
C1,crt,HL,many,mend,many.mp3,mend.mp3,J
C1,flr,UHL,happy,starch,happy.mp3,starch.mp3,J
C1,crt,LH,brig,bring,brig.mp3,bring.mp3,J
C1,flr,ULH,cello,stuff,cello.mp3,stuff.mp3,J
C1,crt,HL,chance,chant,chance.mp3,chant.mp3,J
C1,flr,UHL,change,parley,change.mp3,parley.mp3,J
C1,crt,LH,clone,close,clone.mp3,close.mp3,J
C1,flr,ULH,gist,funny,gist.mp3,funny.mp3,J
C1,crt,HL,lady,ladle,lady.mp3,ladle.mp3,J
C1,flr,UHL,dinner,wrestle,dinner.mp3,wrestle.mp3,J
C1,crt,LH,truce,truth,truce.mp3,truth.mp3,J
C1,flr,ULH,flap,blood,flap.mp3,blood.mp3,J
C1,crt,HL,sex,sect,sex.mp3,sect.mp3,J
C1,flr,UHL,sound,plaque,sound.mp3,plaque.mp3,J
C1,crt,LH,swede,sweet,swede.mp3,sweet.mp3,J
C1,flr,ULH,smear,clean,smear.mp3,clean.mp3,J
C1,crt,HL,step,stem,step.mp3,stem.mp3,J
C1,flr,UHL,rather,clam,rather.mp3,clam.mp3,J
C1,crt,LH,stale,state,stale.mp3,state.mp3,J
C1,flr,ULH,droll,lunch,droll.mp3,lunch.mp3,J
C1,crt,HL,club,clutch,club.mp3,clutch.mp3,J
C1,flr,UHL,middle,munch,middle.mp3,munch.mp3,J
C1,crt,LH,cube,cute,cube.mp3,cute.mp3,J
C1,flr,ULH,creed,dress,creed.mp3,dress.mp3,J
C1,crt,HL,fix,fickle,fix.mp3,fickle.mp3,J
C1,flr,UHL,test,prowl,test.mp3,prowl.mp3,J
C1,crt,LH,lisp,list,lisp.mp3,list.mp3,J
C1,flr,ULH,encore,attack,encore.mp3,attack.mp3,J
C1,crt,HL,group,groove,group.mp3,groove.mp3,J
C1,flr,UHL,crime,grieve,crime.mp3,grieve.mp3,J
C1,crt,LH,spade,space,spade.mp3,space.mp3,J
C1,flr,ULH,salve,twice,salve.mp3,twice.mp3,J
C1,crt,HL,crap,crass,crap.mp3,crass.mp3,J
C1,flr,UHL,weather,camel,weather.mp3,camel.mp3,J
C1,crt,LH,browse,brown,browse.mp3,brown.mp3,J
C1,flr,ULH,shank,wind,shank.mp3,wind.mp3,J
C1,crt,HL,blame,blaze,blame.mp3,blaze.mp3,J
C1,flr,UHL,fellow,clot,fellow.mp3,clot.mp3,J
C1,crt,LH,tram,track,tram.mp3,track.mp3,J
C1,flr,ULH,raffle,fresh,raffle.mp3,fresh.mp3,J
C1,crt,HL,steal,steep,steal.mp3,steep.mp3,J
C1,flr,UHL,treat,levy,treat.mp3,levy.mp3,J
C1,nw,R,hand,hant,hand.mp3,hant.mp3,F
C1,nw,R,block,blop,block.mp3,blop.mp3,F
C1,nw,R,crane,crase,crane.mp3,crase.mp3,F
C1,nw,R,wolf,wolt,wolf.mp3,wolt.mp3,F
C1,nw,R,slave,slace,slave.mp3,slace.mp3,F
C1,nw,R,snap,snam,snap.mp3,snam.mp3,F
C1,nw,R,drain,drave,drain.mp3,drave.mp3,F
C1,nw,R,pond,ponch,pond.mp3,ponch.mp3,F
C1,nw,R,spark,spart,spark.mp3,spart.mp3,F
C1,nw,R,grid,grib,grid.mp3,grib.mp3,F
C1,nw,R,sketch,sked,sketch.mp3,sked.mp3,F
C1,nw,R,clan,clal,clan.mp3,clal.mp3,F
C1,nw,R,grove,grom,grove.mp3,grom.mp3,F
C1,nw,R,brag,braz,brag.mp3,braz.mp3,F
C1,nw,R,shalt,shalk,shalt.mp3,shalk.mp3,F
C1,nw,R,spook,spoot,spook.mp3,spoot.mp3,F
C1,nw,R,mute,mune,mute.mp3,mune.mp3,F
C1,nw,R,cons,cont,cons.mp3,cont.mp3,F
C1,nw,R,slab,slas,slab.mp3,slas.mp3,F
C1,nw,R,flake,flate,flake.mp3,flate.mp3,F
C1,nw,R,swish,swip,swish.mp3,swip.mp3,F
C1,nw,R,spat,spab,spat.mp3,spab.mp3,F
C1,nw,UR,dream,malk,dream.mp3,malk.mp3,F
C1,nw,UR,film,spen,film.mp3,spen.mp3,F
C1,nw,UR,huge,pulk,huge.mp3,pulk.mp3,F
C1,nw,UR,stone,hask,stone.mp3,hask.mp3,F
C1,nw,UR,spoke,plut,spoke.mp3,plut.mp3,F
C1,nw,UR,penny,slad,penny.mp3,slad.mp3,F
C1,nw,UR,steam,blick,steam.mp3,blick.mp3,F
C1,nw,UR,prom,yump,prom.mp3,yump.mp3,F
C1,nw,UR,hollow,prot,hollow.mp3,prot.mp3,F
C1,nw,UR,swan,grame,swan.mp3,grame.mp3,F
C1,nw,UR,willow,drim,willow.mp3,drim.mp3,F
C1,nw,UR,drip,swaf,drip.mp3,swaf.mp3,F
C1,nw,UR,yummy,wilk,yummy.mp3,wilk.mp3,F
C1,nw,UR,grape,holt,grape.mp3,holt.mp3,F
C1,nw,UR,prop,steet,prop.mp3,steet.mp3,F
C1,nw,UR,plum,spote,plum.mp3,spote.mp3,F
C1,nw,UR,bliss,pross,bliss.mp3,pross.mp3,F
C1,nw,UR,hassle,pench,hassle.mp3,pench.mp3,F
C1,nw,UR,slash,filk,slash.mp3,filk.mp3,F
C1,nw,UR,speck,huse,speck.mp3,huse.mp3,F
C1,nw,UR,pulp,stope,pulp.mp3,stope.mp3,F
C1,nw,UR,malt,dreak,malt.mp3,dreak.mp3,F
D2,flr,ULH,blouse,help,blouse.mp3,help.mp3,J
D2,crt,HL,great,grail,great.mp3,grail.mp3,J
D2,flr,UHL,ready,mend,ready.mp3,mend.mp3,J
D2,crt,LH,starch,start,starch.mp3,start.mp3,J
D2,flr,ULH,crude,bring,crude.mp3,bring.mp3,J
D2,crt,HL,stuff,stun,stuff.mp3,stun.mp3,J
D2,flr,UHL,worry,chant,worry.mp3,chant.mp3,J
D2,crt,LH,parley,party,parley.mp3,party.mp3,J
D2,flr,ULH,rust,close,rust.mp3,close.mp3,J
D2,crt,HL,funny,funnel,funny.mp3,funnel.mp3,J
D2,flr,UHL,office,ladle,office.mp3,ladle.mp3,J
D2,crt,LH,wrestle,rest,wrestle.mp3,rest.mp3,J
D2,flr,ULH,portal,truth,portal.mp3,truth.mp3,J
D2,crt,HL,blood,blush,blood.mp3,blush.mp3,J
D2,flr,UHL,dance,sect,dance.mp3,sect.mp3,J
D2,crt,LH,plaque,plan,plaque.mp3,plan.mp3,J
D2,flr,ULH,parcel,sweet,parcel.mp3,sweet.mp3,J
D2,crt,HL,clean,cleve,clean.mp3,cleve.mp3,J
D2,flr,UHL,movie,stem,movie.mp3,stem.mp3,J
D2,crt,LH,clam,class,clam.mp3,class.mp3,J
D2,flr,ULH,damp,state,damp.mp3,state.mp3,J
D2,crt,HL,lunch,lunge,lunch.mp3,lunge.mp3,J
D2,flr,UHL,smart,clutch,smart.mp3,clutch.mp3,J
D2,crt,LH,munch,month,munch.mp3,month.mp3,J
D2,flr,ULH,wiggle,cute,wiggle.mp3,cute.mp3,J
D2,crt,HL,dress,dread,dress.mp3,dread.mp3,J
D2,flr,UHL,bank,fickle,bank.mp3,fickle.mp3,J
D2,crt,LH,prowl,proud,prowl.mp3,proud.mp3,J
D2,flr,ULH,husk,list,husk.mp3,list.mp3,J
D2,crt,HL,attack,attach,attack.mp3,attach.mp3,J
D2,flr,UHL,truck,groove,truck.mp3,groove.mp3,J
D2,crt,LH,grieve,green,grieve.mp3,green.mp3,J
D2,flr,ULH,bleach,space,bleach.mp3,space.mp3,J
D2,crt,HL,twice,twine,twice.mp3,twine.mp3,J
D2,flr,UHL,spot,crass,spot.mp3,crass.mp3,J
D2,crt,LH,camel,camp,camel.mp3,camp.mp3,J
D2,flr,ULH,avert,brown,avert.mp3,brown.mp3,J
D2,crt,HL,wind,winch,wind.mp3,winch.mp3,J
D2,flr,UHL,flight,blaze,flight.mp3,blaze.mp3,J
D2,crt,LH,clot,clock,clot.mp3,clock.mp3,J
D2,flr,ULH,drought,track,drought.mp3,track.mp3,J
D2,crt,HL,fresh,fret,fresh.mp3,fret.mp3,J
D2,flr,UHL,waste,steep,waste.mp3,steep.mp3,J
D2,crt,LH,levy,level,levy.mp3,level.mp3,J
D2,nw,UR,hand,spap,hand.mp3,spap.mp3,F
D2,nw,UR,block,swip,block.mp3,swip.mp3,F
D2,nw,UR,crane,flate,crane.mp3,flate.mp3,F
D2,nw,UR,wolf,slas,wolf.mp3,slas.mp3,F
D2,nw,UR,slave,cont,slave.mp3,cont.mp3,F
D2,nw,UR,snap,mune,snap.mp3,mune.mp3,F
D2,nw,UR,drain,spoot,drain.mp3,spoot.mp3,F
D2,nw,UR,pond,shalk,pond.mp3,shalk.mp3,F
D2,nw,UR,spark,braz,spark.mp3,braz.mp3,F
D2,nw,UR,grid,clal,grid.mp3,clal.mp3,F
D2,nw,UR,sketch,grom,sketch.mp3,grom.mp3,F
D2,nw,UR,clan,sked,clan.mp3,sked.mp3,F
D2,nw,UR,grove,spart,grove.mp3,spart.mp3,F
D2,nw,UR,brag,ponch,brag.mp3,ponch.mp3,F
D2,nw,UR,shalt,grib,shalt.mp3,grib.mp3,F
D2,nw,UR,spook,drave,spook.mp3,drave.mp3,F
D2,nw,UR,mute,snam,mute.mp3,snam.mp3,F
D2,nw,UR,cons,wolt,cons.mp3,wolt.mp3,F
D2,nw,UR,slab,crase,slab.mp3,crase.mp3,F
D2,nw,UR,flake,slace,flake.mp3,slace.mp3,F
D2,nw,UR,swish,hant,swish.mp3,hant.mp3,F
D2,nw,UR,spat,blop,spat.mp3,blop.mp3,F
D2,nw,R,dream,dreak,dream.mp3,dreak.mp3,F
D2,nw,R,film,filk,film.mp3,filk.mp3,F
D2,nw,R,huge,huse,huge.mp3,huse.mp3,F
D2,nw,R,stone,stope,stone.mp3,stope.mp3,F
D2,nw,R,spoke,spote,spoke.mp3,spote.mp3,F
D2,nw,R,penny,pench,penny.mp3,pench.mp3,F
D2,nw,R,steam,steet,steam.mp3,steet.mp3,F
D2,nw,R,prom,pross,prom.mp3,pross.mp3,F
D2,nw,R,hollow,holt,hollow.mp3,holt.mp3,F
D2,nw,R,swan,swaf,swan.mp3,swaf.mp3,F
D2,nw,R,willow,wilk,willow.mp3,wilk.mp3,F
D2,nw,R,drip,drim,drip.mp3,drim.mp3,F
D2,nw,R,yummy,yump,yummy.mp3,yump.mp3,F
D2,nw,R,grape,grame,grape.mp3,grame.mp3,F
D2,nw,R,prop,prot,prop.mp3,prot.mp3,F
D2,nw,R,plum,plut,plum.mp3,plut.mp3,F
D2,nw,R,bliss,blick,bliss.mp3,blick.mp3,F
D2,nw,R,hassle,hask,hassle.mp3,hask.mp3,F
D2,nw,R,slash,slad,slash.mp3,slad.mp3,F
D2,nw,R,speck,spen,speck.mp3,spen.mp3,F
D2,nw,R,pulp,pulk,pulp.mp3,pulk.mp3,F
D2,nw,R,malt,malk,malt.mp3,malk.mp3,F
